CAR_ID,MODEL_KEY,MODEL,YEAR_KEY,PRICE,MILEAGE,TAX,MPG,ENGINE_SIZE,TRANSMISSION,FUEL_TYPE
4212,7,C Class,2016,23950,25925,145,54.3,2.1,AUTOMATIC,DIESEL
4213,7,C Class,2016,23991,27500,200,42.8,2,AUTOMATIC,PETROL
4214,7,C Class,2016,23999,10000,30,65.7,2.1,SEMI-AUTO,DIESEL
4215,7,C Class,2016,24749,21118,125,61.4,2.1,AUTOMATIC,DIESEL
4216,7,C Class,2016,24799,30385,30,65.7,2.1,AUTOMATIC,DIESEL
4217,7,C Class,2016,24890,25002,30,65.7,2.1,SEMI-AUTO,DIESEL
4218,7,C Class,2016,24950,17635,20,67.3,2.1,SEMI-AUTO,DIESEL
4219,7,C Class,2016,25290,23274,160,44.1,2,AUTOMATIC,PETROL
4220,7,C Class,2016,25499,9458,160,43.5,2,SEMI-AUTO,PETROL
4221,7,C Class,2016,25532,15129,160,44.1,2,AUTOMATIC,PETROL
4222,7,C Class,2016,25932,24420,160,43.5,2,SEMI-AUTO,PETROL
4223,7,C Class,2016,26495,22456,260,35.8,3,SEMI-AUTO,PETROL
4224,7,C Class,2016,27444,36815,260,35.8,3,AUTOMATIC,PETROL
4225,7,C Class,2016,27498,37941,260,35.8,3,SEMI-AUTO,PETROL
4226,7,C Class,2016,28890,35550,260,35.8,3,AUTOMATIC,PETROL
4227,7,C Class,2016,29189,20000,260,36.2,3,SEMI-AUTO,PETROL
4228,7,C Class,2016,29780,26057,260,35.8,3,SEMI-AUTO,PETROL
4229,7,C Class,2016,29995,33977,260,35.3,3,SEMI-AUTO,PETROL
4230,7,C Class,2016,29995,64291,305,34.5,4,SEMI-AUTO,PETROL
4231,7,C Class,2016,30480,51218,300,34.5,4,SEMI-AUTO,PETROL
4232,7,C Class,2016,30500,18648,300,34,3,AUTOMATIC,PETROL
4233,7,C Class,2016,31342,34587,260,35.3,3,AUTOMATIC,PETROL
4234,7,C Class,2016,31495,28968,300,34,3,AUTOMATIC,PETROL
4235,7,C Class,2016,31649,29810,300,34.5,4,SEMI-AUTO,PETROL
4236,7,C Class,2016,31945,34765,260,35.3,3,AUTOMATIC,PETROL
4237,7,C Class,2016,31995,11891,260,36.2,3,AUTOMATIC,PETROL
4238,7,C Class,2016,32890,23485,300,34,3,AUTOMATIC,PETROL
4239,7,C Class,2016,32980,18389,300,34,3,AUTOMATIC,PETROL
4240,7,C Class,2016,33500,25000,300,34,3,AUTOMATIC,PETROL
4241,7,C Class,2016,34380,15554,260,35.3,3,SEMI-AUTO,PETROL
4242,7,C Class,2016,35991,18900,300,34.5,4,AUTOMATIC,PETROL
4243,7,C Class,2016,35995,31719,300,34.5,4,AUTOMATIC,PETROL
4244,7,C Class,2016,36399,27416,300,34.5,4,SEMI-AUTO,PETROL
4245,7,C Class,2016,36399,27416,305,34.5,4,SEMI-AUTO,PETROL
4246,7,C Class,2016,36950,18000,305,34.5,4,AUTOMATIC,PETROL
4247,7,C Class,2016,36981,20500,305,34.5,4,SEMI-AUTO,PETROL
4248,7,C Class,2016,38349,22000,300,34.5,4,SEMI-AUTO,PETROL
4249,7,C Class,2016,40999,19500,300,32.8,4,SEMI-AUTO,PETROL
4250,7,C Class,2017,13100,22716,125,53.3,2,MANUAL,PETROL
4251,7,C Class,2017,13392,102000,30,64.2,2.1,AUTOMATIC,DIESEL
4252,7,C Class,2017,13499,23001,125,53.3,2,MANUAL,PETROL
4253,7,C Class,2017,13587,61305,150,65.7,1.6,SEMI-AUTO,DIESEL
4254,7,C Class,2017,13610,32783,125,53.3,2,MANUAL,PETROL
4255,7,C Class,2017,13700,43020,20,65.7,2.1,AUTOMATIC,DIESEL
4256,7,C Class,2017,13800,34015,145,70.6,2.1,MANUAL,DIESEL
4257,7,C Class,2017,13800,50369,20,65.7,2.1,AUTOMATIC,DIESEL
4258,7,C Class,2017,13900,20524,145,53.3,2,MANUAL,PETROL
4259,7,C Class,2017,13900,47608,20,68.9,2.1,MANUAL,DIESEL
4260,7,C Class,2017,13980,21300,150,53.3,2,MANUAL,PETROL
4261,7,C Class,2017,14200,53528,20,65.7,2.1,AUTOMATIC,DIESEL
4262,7,C Class,2017,14307,25820,125,53.3,2,MANUAL,PETROL
4263,7,C Class,2017,14307,25820,125,53.3,2,MANUAL,PETROL
4264,7,C Class,2017,14399,18862,145,53.3,2,MANUAL,PETROL
4265,7,C Class,2017,14420,33273,20,65.7,2.1,MANUAL,DIESEL
4266,7,C Class,2017,14488,66472,30,64.2,2.1,AUTOMATIC,DIESEL
4267,7,C Class,2017,14500,31559,30,65.7,2.1,AUTOMATIC,DIESEL
4268,7,C Class,2017,14500,48280,30,65.7,1.6,AUTOMATIC,DIESEL
4269,7,C Class,2017,14549,38085,20,65.7,2.1,SEMI-AUTO,DIESEL
4270,7,C Class,2017,14645,42104,20,65.7,2.1,AUTOMATIC,DIESEL
4271,7,C Class,2017,14670,51406,150,64.2,2.1,AUTOMATIC,DIESEL
4272,7,C Class,2017,14680,32910,20,70.6,2.1,MANUAL,DIESEL
4273,7,C Class,2017,14690,41814,30,65.7,1.6,MANUAL,DIESEL
4274,7,C Class,2017,14698,59038,20,70.6,2.1,MANUAL,DIESEL
4275,7,C Class,2017,14700,31357,150,70.6,1.6,MANUAL,DIESEL
4276,7,C Class,2017,14702,52207,145,53.3,2,MANUAL,PETROL
4277,7,C Class,2017,14749,46526,20,70.6,1.6,MANUAL,DIESEL
4278,7,C Class,2017,14899,31475,20,65.7,2.1,SEMI-AUTO,DIESEL
4279,7,C Class,2017,14900,27287,125,53.3,2,AUTOMATIC,PETROL
4280,7,C Class,2017,14965,40623,30,64.2,1.6,SEMI-AUTO,DIESEL
4281,7,C Class,2017,14980,45034,20,68.9,2.1,MANUAL,DIESEL
4282,7,C Class,2017,14990,27424,145,65.7,2.1,SEMI-AUTO,DIESEL
4283,7,C Class,2017,14990,41647,20,65.7,2.1,MANUAL,DIESEL
4284,7,C Class,2017,14990,76982,0,134.5,2,SEMI-AUTO,HYBRID
4285,7,C Class,2017,14995,48054,145,64.2,2.1,AUTOMATIC,DIESEL
4286,7,C Class,2017,14999,35600,145,50.4,2,SEMI-AUTO,PETROL
4287,7,C Class,2017,14999,40272,145,65.7,2.1,AUTOMATIC,DIESEL
4288,7,C Class,2017,14999,47106,20,70.6,1.6,MANUAL,DIESEL
4289,7,C Class,2017,15000,30528,125,53.3,2,MANUAL,PETROL
4290,7,C Class,2017,15000,54700,0,78.5,2.1,AUTOMATIC,HYBRID
4291,7,C Class,2017,15250,45431,145,64.2,2.1,SEMI-AUTO,DIESEL
4292,7,C Class,2017,15267,25820,125,53.3,2,MANUAL,PETROL
4293,7,C Class,2017,15280,27832,145,72.4,1.6,MANUAL,DIESEL
4294,7,C Class,2017,15311,31371,20,65.7,2.1,AUTOMATIC,DIESEL
4295,7,C Class,2017,15450,36368,20,65.7,2.1,SEMI-AUTO,DIESEL
4296,7,C Class,2017,15495,31070,125,51.4,2,MANUAL,PETROL
4297,7,C Class,2017,15499,22040,20,65.7,2.1,SEMI-AUTO,DIESEL
4298,7,C Class,2017,15600,62498,145,60.1,2.1,AUTOMATIC,DIESEL
4299,7,C Class,2017,15652,20418,20,65.7,2.1,AUTOMATIC,DIESEL
4300,7,C Class,2017,15690,35488,20,65.7,2.1,SEMI-AUTO,DIESEL
4301,7,C Class,2017,15699,15252,145,53.3,2,MANUAL,PETROL
4302,7,C Class,2017,15699,33569,125,53.3,2,AUTOMATIC,PETROL
4303,7,C Class,2017,15700,19023,145,65.7,2.1,AUTOMATIC,DIESEL
4304,7,C Class,2017,15700,40285,145,64.2,2.1,AUTOMATIC,DIESEL
4305,7,C Class,2017,15872,30000,125,53.3,2,MANUAL,PETROL
4306,7,C Class,2017,15980,34691,20,68.9,2.1,MANUAL,DIESEL
4307,7,C Class,2017,15980,34692,20,68.9,2.1,MANUAL,DIESEL
4308,7,C Class,2017,15990,38051,20,64.2,2.1,SEMI-AUTO,DIESEL
4309,7,C Class,2017,15990,49000,145,61.4,2.1,AUTOMATIC,DIESEL
4310,7,C Class,2017,15990,53000,145,64.2,2.1,AUTOMATIC,DIESEL
4311,7,C Class,2017,15995,29489,20,65.7,2.1,AUTOMATIC,DIESEL
4312,7,C Class,2017,15998,24162,30,65.7,1.6,MANUAL,DIESEL
4313,7,C Class,2017,15999,24518,145,65.7,2.1,AUTOMATIC,DIESEL
4314,7,C Class,2017,15999,34301,20,65.7,2.1,SEMI-AUTO,DIESEL
4315,7,C Class,2017,16000,54011,0,134.5,2,AUTOMATIC,OTHER
4316,7,C Class,2017,16000,72400,145,60.1,2.1,AUTOMATIC,DIESEL
4317,7,C Class,2017,16092,48000,20,65.7,2.1,SEMI-AUTO,DIESEL
4318,7,C Class,2017,16189,16946,125,53.3,2,MANUAL,PETROL
4319,7,C Class,2017,16202,67665,145,64.2,2.1,AUTOMATIC,DIESEL
4320,7,C Class,2017,16210,32632,145,64.2,2.1,SEMI-AUTO,DIESEL
4321,7,C Class,2017,16267,27040,145,64.2,2.1,AUTOMATIC,DIESEL
4322,7,C Class,2017,16299,30612,145,64.2,2.1,AUTOMATIC,DIESEL
4323,7,C Class,2017,16350,14893,30,64.2,1.6,SEMI-AUTO,DIESEL
4324,7,C Class,2017,16400,31681,145,64.2,2.1,AUTOMATIC,DIESEL
4325,7,C Class,2017,16402,22214,125,53.3,2,AUTOMATIC,PETROL
4326,7,C Class,2017,16442,58687,145,64.2,2.1,AUTOMATIC,DIESEL
4327,7,C Class,2017,16450,29219,145,64.2,2.1,AUTOMATIC,DIESEL
4328,7,C Class,2017,16481,43678,20,65.7,2.1,SEMI-AUTO,DIESEL
4329,7,C Class,2017,16489,62480,30,60.1,2.1,AUTOMATIC,DIESEL
4330,7,C Class,2017,16490,17000,20,65.7,2.1,SEMI-AUTO,DIESEL
4331,7,C Class,2017,16491,32434,150,64.2,2.1,SEMI-AUTO,DIESEL
4332,7,C Class,2017,16495,25656,30,65.7,1.6,SEMI-AUTO,DIESEL
4333,7,C Class,2017,16495,30807,30,64.2,2.1,SEMI-AUTO,DIESEL
4334,7,C Class,2017,16495,34270,30,64.2,1.6,SEMI-AUTO,DIESEL
4335,7,C Class,2017,16498,20764,150,58.9,2.1,AUTOMATIC,DIESEL
4336,7,C Class,2017,16499,21985,20,70.6,1.6,MANUAL,DIESEL
4337,7,C Class,2017,16499,30536,150,50.4,2,SEMI-AUTO,PETROL
4338,7,C Class,2017,16500,9793,145,52.3,2,MANUAL,PETROL
4339,7,C Class,2017,16500,14077,145,64.2,2.1,SEMI-AUTO,DIESEL
4340,7,C Class,2017,16500,41272,150,60.1,2.1,AUTOMATIC,DIESEL
4341,7,C Class,2017,16500,47489,150,64.2,2.1,AUTOMATIC,DIESEL
4342,7,C Class,2017,16500,75000,30,64.2,1.6,AUTOMATIC,DIESEL
4343,7,C Class,2017,16595,29814,20,65.7,2.1,AUTOMATIC,DIESEL
4344,7,C Class,2017,16600,27447,30,64.2,2.1,AUTOMATIC,DIESEL
4345,7,C Class,2017,16600,45277,30,61.4,2.1,AUTOMATIC,DIESEL
4346,7,C Class,2017,16679,24425,145,64.2,2.1,AUTOMATIC,DIESEL
4347,7,C Class,2017,16690,30199,30,64.2,2.1,SEMI-AUTO,DIESEL
4348,7,C Class,2017,16700,32912,30,61.4,2.1,AUTOMATIC,DIESEL
4349,7,C Class,2017,16750,20000,145,65.7,2.1,SEMI-AUTO,DIESEL
4350,7,C Class,2017,16750,33000,20,64.2,2.1,AUTOMATIC,DIESEL
4351,7,C Class,2017,16798,37158,20,64.2,2.1,AUTOMATIC,DIESEL
4352,7,C Class,2017,16799,20850,30,65.7,1.6,AUTOMATIC,DIESEL
4353,7,C Class,2017,16800,35180,30,64.2,2.1,AUTOMATIC,DIESEL
4354,7,C Class,2017,16860,33964,30,64.2,2.1,SEMI-AUTO,DIESEL
4355,7,C Class,2017,16900,37004,30,61.4,2.1,AUTOMATIC,DIESEL
4356,7,C Class,2017,16911,32390,150,65.7,1.6,SEMI-AUTO,DIESEL
4357,7,C Class,2017,16922,52519,30,64.2,1.6,SEMI-AUTO,DIESEL
4358,7,C Class,2017,16950,22000,20,65.7,2.1,AUTOMATIC,DIESEL
4359,7,C Class,2017,16958,49243,30,61.4,2.1,AUTOMATIC,DIESEL
4360,7,C Class,2017,16991,29907,145,64.2,2.1,SEMI-AUTO,DIESEL
4361,7,C Class,2017,16991,41603,30,64.2,2.1,SEMI-AUTO,DIESEL
4362,7,C Class,2017,16995,19372,145,64.2,1.6,SEMI-AUTO,DIESEL
4363,7,C Class,2017,16995,24844,30,65.7,1.6,SEMI-AUTO,DIESEL
4364,7,C Class,2017,16995,30256,145,64.2,2.1,SEMI-AUTO,DIESEL
4365,7,C Class,2017,16995,33219,145,64.2,2.1,AUTOMATIC,DIESEL
4366,7,C Class,2017,16998,26281,30,65.7,1.6,SEMI-AUTO,DIESEL
4367,7,C Class,2017,16999,12146,20,70.6,1.6,MANUAL,DIESEL
4368,7,C Class,2017,16999,33368,145,64.2,2.1,AUTOMATIC,DIESEL
4369,7,C Class,2017,17000,23400,145,64.2,2.1,SEMI-AUTO,DIESEL
4370,7,C Class,2017,17000,29905,145,61.4,2.1,AUTOMATIC,DIESEL
4371,7,C Class,2017,17000,39777,150,64.2,2.1,AUTOMATIC,DIESEL
4372,7,C Class,2017,17099,15465,145,65.7,2.1,SEMI-AUTO,DIESEL
4373,7,C Class,2017,17100,21388,30,64.2,2.1,AUTOMATIC,DIESEL
4374,7,C Class,2017,17127,45624,145,61.4,2.1,SEMI-AUTO,DIESEL
4375,7,C Class,2017,17200,20876,30,64.2,2.1,AUTOMATIC,DIESEL
4376,7,C Class,2017,17230,33538,145,41.5,2,SEMI-AUTO,PETROL
4377,7,C Class,2017,17249,27814,125,51.4,2,AUTOMATIC,PETROL
4378,7,C Class,2017,17280,42294,145,64.2,2.1,SEMI-AUTO,DIESEL
4379,7,C Class,2017,17282,27107,145,64.2,2.1,SEMI-AUTO,DIESEL
4380,7,C Class,2017,17300,17980,20,65.7,2.1,AUTOMATIC,DIESEL
4381,7,C Class,2017,17300,27420,145,65.7,1.6,SEMI-AUTO,DIESEL
4382,7,C Class,2017,17313,14364,125,53.3,2,AUTOMATIC,PETROL
4383,7,C Class,2017,17330,22684,145,64.2,2.1,SEMI-AUTO,DIESEL
4384,7,C Class,2017,17395,25917,20,64.2,2.1,AUTOMATIC,DIESEL
4385,7,C Class,2017,17400,24653,30,61.4,2.1,AUTOMATIC,DIESEL
4386,7,C Class,2017,17400,30744,145,61.4,2.1,AUTOMATIC,DIESEL
4387,7,C Class,2017,17400,41677,30,64.2,2.1,AUTOMATIC,DIESEL
4388,7,C Class,2017,17400,52897,0,134.5,2,AUTOMATIC,OTHER
4389,7,C Class,2017,17480,11906,20,65.7,2.1,SEMI-AUTO,DIESEL
4390,7,C Class,2017,17480,38546,30,62.8,2.1,SEMI-AUTO,DIESEL
4391,7,C Class,2017,17480,47019,0,134.5,2,AUTOMATIC,HYBRID
4392,7,C Class,2017,17488,29645,125,52.3,2,AUTOMATIC,PETROL
4393,7,C Class,2017,17490,20000,145,64.2,2.1,AUTOMATIC,DIESEL
4394,7,C Class,2017,17490,31000,145,61.4,2.1,AUTOMATIC,DIESEL
4395,7,C Class,2017,17490,35576,145,64.2,2.1,SEMI-AUTO,DIESEL
4396,7,C Class,2017,17490,37484,145,64.2,2.1,AUTOMATIC,DIESEL
4397,7,C Class,2017,17495,25149,145,51.4,2,SEMI-AUTO,PETROL
4398,7,C Class,2017,17499,28609,135,134.5,2,AUTOMATIC,HYBRID
4399,7,C Class,2017,17499,35652,135,134.5,2,AUTOMATIC,HYBRID
4400,7,C Class,2017,17500,30297,30,64.2,2.1,AUTOMATIC,DIESEL
4401,7,C Class,2017,17500,34476,30,64.2,1.6,AUTOMATIC,DIESEL
4402,7,C Class,2017,17599,21516,20,64.2,2.1,SEMI-AUTO,DIESEL
4403,7,C Class,2017,17599,41107,30,64.2,2.1,SEMI-AUTO,DIESEL
4404,7,C Class,2017,17599,50212,145,61.4,1.6,AUTOMATIC,DIESEL
4405,7,C Class,2017,17600,21841,30,60.1,2.1,AUTOMATIC,DIESEL
4406,7,C Class,2017,17681,16607,145,51.4,2,SEMI-AUTO,PETROL
4407,7,C Class,2017,17750,15500,20,65.7,2.1,AUTOMATIC,DIESEL
4408,7,C Class,2017,17789,63019,125,61.4,2.1,SEMI-AUTO,DIESEL
4409,7,C Class,2017,17791,20392,150,64.2,2.1,SEMI-AUTO,DIESEL
4410,7,C Class,2017,17795,37778,150,64.2,2.1,AUTOMATIC,DIESEL
4411,7,C Class,2017,17800,28042,145,50.4,2,AUTOMATIC,PETROL
4412,7,C Class,2017,17800,29831,145,61.4,2.1,AUTOMATIC,DIESEL
4413,7,C Class,2017,17850,40202,145,60.1,2.1,SEMI-AUTO,DIESEL
4414,7,C Class,2017,17875,44325,30,64.2,2.1,AUTOMATIC,DIESEL
4415,7,C Class,2017,17890,26514,145,61.4,2.1,SEMI-AUTO,DIESEL
4416,7,C Class,2017,17890,36000,150,50.4,2,AUTOMATIC,PETROL
4417,7,C Class,2017,17890,45437,0,134.5,2,AUTOMATIC,HYBRID
4418,7,C Class,2017,17900,19828,145,50.4,2,AUTOMATIC,PETROL
4419,7,C Class,2017,17900,33265,30,61.4,2.1,AUTOMATIC,DIESEL
4420,7,C Class,2017,17973,69791,0,74.3,2.1,SEMI-AUTO,HYBRID
4421,7,C Class,2017,17980,32259,30,64.2,2.1,SEMI-AUTO,DIESEL
4422,7,C Class,2017,17981,13881,145,64.2,2.1,SEMI-AUTO,DIESEL
4423,7,C Class,2017,17990,19627,145,50.4,2,SEMI-AUTO,PETROL
4424,7,C Class,2017,17990,26000,145,60.1,2.1,AUTOMATIC,DIESEL
4425,7,C Class,2017,17990,37000,30,64.2,2.1,AUTOMATIC,DIESEL
4426,7,C Class,2017,17998,16291,145,50.4,2,SEMI-AUTO,PETROL
4427,7,C Class,2017,17998,22349,145,50.4,2,SEMI-AUTO,PETROL
4428,7,C Class,2017,17998,59858,145,64.2,2.1,SEMI-AUTO,DIESEL
4429,7,C Class,2017,17999,29000,145,64.2,2.1,SEMI-AUTO,DIESEL
4430,7,C Class,2017,17999,37564,0,134.5,2,SEMI-AUTO,HYBRID
4431,7,C Class,2017,17999,49859,135,78.5,2.1,AUTOMATIC,HYBRID
4432,7,C Class,2017,18000,16747,145,60.1,2.1,AUTOMATIC,DIESEL
4433,7,C Class,2017,18000,32408,30,61.4,2.1,AUTOMATIC,DIESEL
4434,7,C Class,2017,18049,41005,30,61.4,2.1,SEMI-AUTO,DIESEL
4435,7,C Class,2017,18115,20846,145,50.4,2,SEMI-AUTO,PETROL
4436,7,C Class,2017,18200,25296,30,61.4,2.1,SEMI-AUTO,DIESEL
4437,7,C Class,2017,18231,20185,145,50.4,2,SEMI-AUTO,PETROL
4438,7,C Class,2017,18240,44118,0,134.5,2,SEMI-AUTO,HYBRID
4439,7,C Class,2017,18250,26036,150,64.2,2.1,AUTOMATIC,DIESEL
4440,7,C Class,2017,18258,51304,150,60.1,2.1,SEMI-AUTO,DIESEL
4441,7,C Class,2017,18270,49783,30,64.2,2.1,SEMI-AUTO,DIESEL
4442,7,C Class,2017,18299,8552,145,50.4,2,SEMI-AUTO,PETROL
4443,7,C Class,2017,18299,35431,30,61.4,2.1,SEMI-AUTO,DIESEL
4444,7,C Class,2017,18299,36152,145,50.4,2,SEMI-AUTO,PETROL
4445,7,C Class,2017,18339,49000,30,61.4,2.1,AUTOMATIC,DIESEL
4446,7,C Class,2017,18340,38609,30,64.2,2.1,SEMI-AUTO,DIESEL
4447,7,C Class,2017,18350,42000,30,64.2,2.1,SEMI-AUTO,DIESEL
4448,7,C Class,2017,18358,39413,125,58.9,2.1,AUTOMATIC,DIESEL
4449,7,C Class,2017,18372,26508,145,50.4,2,SEMI-AUTO,PETROL
4450,7,C Class,2017,18399,22167,135,134.5,2,AUTOMATIC,HYBRID
4451,7,C Class,2017,18399,23393,145,64.2,2.1,SEMI-AUTO,DIESEL
4452,7,C Class,2017,18400,31530,30,64.2,2.1,AUTOMATIC,DIESEL
4453,7,C Class,2017,18433,34278,145,61.4,2.1,SEMI-AUTO,DIESEL
4454,7,C Class,2017,18480,33105,145,64.2,2.1,SEMI-AUTO,DIESEL
4455,7,C Class,2017,18481,20179,145,61.4,2.1,AUTOMATIC,DIESEL
4456,7,C Class,2017,18490,8060,150,50.4,2,AUTOMATIC,PETROL
4457,7,C Class,2017,18490,25584,145,50.4,2,SEMI-AUTO,PETROL
4458,7,C Class,2017,18490,46430,150,61.4,2.1,SEMI-AUTO,DIESEL
4459,7,C Class,2017,18491,18390,145,50.4,2,SEMI-AUTO,PETROL
4460,7,C Class,2017,18495,18758,150,50.4,2,SEMI-AUTO,PETROL
4461,7,C Class,2017,18495,22994,145,48.7,2,SEMI-AUTO,PETROL
4462,7,C Class,2017,18495,29979,145,50.4,2,SEMI-AUTO,PETROL
4463,7,C Class,2017,18495,41857,145,61.4,2.1,SEMI-AUTO,DIESEL
4464,7,C Class,2017,18498,20618,30,64.2,2.1,SEMI-AUTO,DIESEL
4465,7,C Class,2017,18498,26179,145,60.1,2.1,SEMI-AUTO,DIESEL
4466,7,C Class,2017,18498,42100,0,134.5,2,SEMI-AUTO,HYBRID
4467,7,C Class,2017,18498,48404,0,134.5,2,SEMI-AUTO,HYBRID
4468,7,C Class,2017,18499,28480,30,64.2,1.6,SEMI-AUTO,DIESEL
4469,7,C Class,2017,18500,29689,30,61.4,2.1,AUTOMATIC,DIESEL
4470,7,C Class,2017,18500,36831,145,61.4,2.1,AUTOMATIC,DIESEL
4471,7,C Class,2017,18500,38082,150,61.4,2.1,AUTOMATIC,DIESEL
4472,7,C Class,2017,18510,27573,30,64.2,2.1,SEMI-AUTO,DIESEL
4473,7,C Class,2017,18660,23257,145,61.4,2.1,SEMI-AUTO,DIESEL
4474,7,C Class,2017,18691,48618,30,64.2,2.1,AUTOMATIC,DIESEL
4475,7,C Class,2017,18728,23683,125,51.4,2,AUTOMATIC,PETROL
4476,7,C Class,2017,18750,30000,150,65.7,1.6,SEMI-AUTO,DIESEL
4477,7,C Class,2017,18795,37756,30,60.1,2.1,SEMI-AUTO,DIESEL
4478,7,C Class,2017,18795,46294,20,67.3,2.1,AUTOMATIC,DIESEL
4479,7,C Class,2017,18799,17274,30,64.2,2.1,SEMI-AUTO,DIESEL
4480,7,C Class,2017,18801,14812,145,64.2,1.6,SEMI-AUTO,DIESEL
4481,7,C Class,2017,18830,42437,0,134.5,2,SEMI-AUTO,HYBRID
4482,7,C Class,2017,18865,15021,145,64.2,2.1,AUTOMATIC,DIESEL
4483,7,C Class,2017,18890,25066,145,64.2,2.1,SEMI-AUTO,DIESEL
4484,7,C Class,2017,18896,16323,145,61.4,2.1,SEMI-AUTO,DIESEL
4485,7,C Class,2017,18899,27560,20,64.2,2.1,SEMI-AUTO,DIESEL
4486,7,C Class,2017,18900,31674,145,47.9,2,AUTOMATIC,PETROL
4487,7,C Class,2017,18900,58304,30,64.2,2.1,AUTOMATIC,DIESEL
4488,7,C Class,2017,18970,19858,145,64.2,1.6,AUTOMATIC,DIESEL
4489,7,C Class,2017,18975,42721,30,64.2,2.1,AUTOMATIC,DIESEL
4490,7,C Class,2017,18979,27384,30,64.2,2.1,SEMI-AUTO,DIESEL
4491,7,C Class,2017,18980,23589,30,64.2,2.1,SEMI-AUTO,DIESEL
4492,7,C Class,2017,18981,25688,145,64.2,2.1,SEMI-AUTO,DIESEL
4493,7,C Class,2017,18990,37730,150,64.2,2.1,SEMI-AUTO,DIESEL
4494,7,C Class,2017,18990,41935,30,64.2,2.1,SEMI-AUTO,DIESEL
4495,7,C Class,2017,18991,34682,30,61.4,2.1,AUTOMATIC,DIESEL
4496,7,C Class,2017,18995,11800,145,61.4,2.1,AUTOMATIC,DIESEL
4497,7,C Class,2017,18995,40400,0,134.5,2,SEMI-AUTO,HYBRID
4498,7,C Class,2017,18995,54000,150,48.7,2,AUTOMATIC,PETROL
4499,7,C Class,2017,18998,20949,145,61.4,2.1,AUTOMATIC,DIESEL
4500,7,C Class,2017,18998,23760,30,64.2,2.1,SEMI-AUTO,DIESEL
4501,7,C Class,2017,18998,23771,145,64.2,2.1,SEMI-AUTO,DIESEL
4502,7,C Class,2017,18998,26866,30,64.2,2.1,SEMI-AUTO,DIESEL
4503,7,C Class,2017,18998,27493,0,78.5,2.1,SEMI-AUTO,HYBRID
4504,7,C Class,2017,18998,28808,145,61.4,2.1,SEMI-AUTO,DIESEL
4505,7,C Class,2017,18998,42986,145,61.4,2.1,AUTOMATIC,DIESEL
4506,7,C Class,2017,18999,9198,145,50.4,2,SEMI-AUTO,PETROL
4507,7,C Class,2017,18999,21459,145,64.2,2.1,SEMI-AUTO,DIESEL
4508,7,C Class,2017,18999,23555,145,61.4,2.1,AUTOMATIC,DIESEL
4509,7,C Class,2017,18999,23637,145,64.2,2.1,AUTOMATIC,DIESEL
4510,7,C Class,2017,18999,31727,145,64.2,2.1,SEMI-AUTO,DIESEL
4511,7,C Class,2017,18999,35649,30,61.4,2.1,AUTOMATIC,DIESEL
4512,7,C Class,2017,18999,38000,0,134.5,2,AUTOMATIC,HYBRID
4513,7,C Class,2017,19000,17329,20,68.9,2.1,SEMI-AUTO,DIESEL
4514,7,C Class,2017,19000,20070,145,64.2,2.1,SEMI-AUTO,DIESEL
4515,7,C Class,2017,19000,20070,145,64.2,2.1,SEMI-AUTO,DIESEL
4516,7,C Class,2017,19000,21657,145,64.2,2.1,SEMI-AUTO,DIESEL
4517,7,C Class,2017,19000,24798,20,68.9,2.1,AUTOMATIC,DIESEL
4518,7,C Class,2017,19000,31176,0,134.5,2,AUTOMATIC,HYBRID
4519,7,C Class,2017,19000,33891,30,61.4,2.1,AUTOMATIC,DIESEL
4520,7,C Class,2017,19000,38440,20,67.3,2.1,AUTOMATIC,DIESEL
4521,7,C Class,2017,19099,22260,145,61.4,2.1,SEMI-AUTO,DIESEL
4522,7,C Class,2017,19124,46938,125,58.9,2.1,SEMI-AUTO,DIESEL
4523,7,C Class,2017,19199,8306,145,50.4,2,SEMI-AUTO,PETROL
4524,7,C Class,2017,19199,25639,30,64.2,2.1,SEMI-AUTO,DIESEL
4525,7,C Class,2017,19199,45960,0,134.5,2,AUTOMATIC,HYBRID
4526,7,C Class,2017,19200,29695,30,64.2,2.1,AUTOMATIC,DIESEL
4527,7,C Class,2017,19240,33022,30,64.2,2.1,SEMI-AUTO,DIESEL
4528,7,C Class,2017,19250,23523,125,60.1,2.1,SEMI-AUTO,DIESEL
4529,7,C Class,2017,19250,30796,0,134.5,2,SEMI-AUTO,HYBRID
4530,7,C Class,2017,19280,43855,145,61.4,2.1,SEMI-AUTO,DIESEL
4531,7,C Class,2017,19290,17601,150,49.6,2,AUTOMATIC,PETROL
4532,7,C Class,2017,19299,30577,30,64.2,2.1,SEMI-AUTO,DIESEL
4533,7,C Class,2017,19347,21032,135,134.5,2,AUTOMATIC,HYBRID
4534,7,C Class,2017,19350,35707,30,61.4,2.1,SEMI-AUTO,DIESEL
4535,7,C Class,2017,19399,20408,145,64.2,2.1,AUTOMATIC,DIESEL
4536,7,C Class,2017,19399,47053,125,60.1,2.1,AUTOMATIC,DIESEL
4537,7,C Class,2017,19465,35599,145,47.9,2,AUTOMATIC,PETROL
4538,7,C Class,2017,19480,16419,30,64.2,2.1,SEMI-AUTO,DIESEL
4539,7,C Class,2017,19490,31326,125,60.1,2.1,SEMI-AUTO,DIESEL
4540,7,C Class,2017,19495,17257,145,50.4,2,SEMI-AUTO,PETROL
