MODEL,YEAR,PRICE,TRANSMISSION,MILEAGE,FUEL_TYPE,TAX,MPG,ENGINE_SIZE
A Class,2018,17399,AUTOMATIC,12564,DIESEL,145,68.9,2.1
C Class,2017,18865,AUTOMATIC,15021,DIESEL,145,64.2,2.1
E Class,2015,16350,AUTOMATIC,24041,DIESEL,145,56.5,2.1
GL Class,2017,29300,AUTOMATIC,28871,DIESEL,145,45.6,3
A Class,2017,12999,MANUAL,40563,DIESEL,145,72.4,1.5
C Class,2017,16958,AUTOMATIC,49243,DIESEL,30,61.4,2.1
C Class,2016,15999,AUTOMATIC,41614,DIESEL,20,64.2,2.1
CL Class,2016,16989,MANUAL,34726,PETROL,125,51.4,1.6
C Class,2014,14999,AUTOMATIC,42256,DIESEL,20,64.2,2.1
A Class,2017,15035,AUTOMATIC,28913,DIESEL,145,74.3,1.5
A Class,2018,21999,AUTOMATIC,5567,PETROL,145,53.3,1.3
C Class,2017,13499,MANUAL,23001,PETROL,125,53.3,2
C Class,2013,10190,AUTOMATIC,60841,DIESEL,145,53.3,2.1
GLA Class,2016,18700,SEMI-AUTO,25071,DIESEL,125,56.5,2.1
GL Class,2016,16499,AUTOMATIC,35333,DIESEL,30,64.2,2.1
A Class,2014,11949,AUTOMATIC,62155,DIESEL,30,64.2,1.8
CL Class,2013,12202,MANUAL,69008,PETROL,125,50.4,1.6
E Class,2013,10636,AUTOMATIC,58811,PETROL,200,42.2,1.8
C Class,2016,19499,AUTOMATIC,40313,HYBRID,0,134.5,2
C Class,2016,21499,AUTOMATIC,26741,DIESEL,30,65.7,2.1
A Class,2018,17799,AUTOMATIC,10172,PETROL,145,53.3,1.3
E Class,2017,24799,AUTOMATIC,7501,DIESEL,145,57.7,2
A Class,2016,14499,MANUAL,22181,DIESEL,20,68.9,1.5
C Class,2016,15999,AUTOMATIC,59211,HYBRID,0,134.5,2
E Class,2013,11229,AUTOMATIC,48684,DIESEL,125,58.9,2.1
C Class,2013,10999,AUTOMATIC,49085,DIESEL,145,53.3,2.1
C Class,2016,18499,AUTOMATIC,28696,HYBRID,0,134.5,2
CL Class,2016,21999,AUTOMATIC,11186,PETROL,160,46.3,2
A Class,2014,12799,AUTOMATIC,23657,DIESEL,20,68.9,2.1
M Class,2012,15299,AUTOMATIC,54632,DIESEL,200,44.8,2.1
C Class,2016,17999,AUTOMATIC,43003,HYBRID,0,74.3,2.1
GL Class,2014,13421,AUTOMATIC,66010,DIESEL,145,55.4,2.1
C Class,2016,16199,AUTOMATIC,35822,DIESEL,20,64.2,2.1
C Class,2017,17488,AUTOMATIC,29645,PETROL,125,52.3,2
A Class,2015,12199,MANUAL,34849,DIESEL,30,62.8,2.1
A Class,2013,10349,AUTOMATIC,50512,PETROL,145,50.4,1.6
E Class,2017,20274,AUTOMATIC,45186,DIESEL,145,70.6,2
C Class,2017,15999,AUTOMATIC,24518,DIESEL,145,65.7,2.1
C Class,2015,17130,AUTOMATIC,59549,HYBRID,0,76.4,2.1
C Class,2013,21999,AUTOMATIC,41866,PETROL,570,23.5,6.2
E Class,2016,15858,AUTOMATIC,64126,DIESEL,20,72.4,2
C Class,2016,16341,AUTOMATIC,61225,HYBRID,0,134.5,2
B Class,2017,11849,AUTOMATIC,70371,DIESEL,145,68.9,2.1
A Class,2016,13499,MANUAL,28121,DIESEL,30,65.7,2.1
GLA Class,2014,16889,AUTOMATIC,57706,DIESEL,150,55.4,2.1
CL Class,2015,17399,AUTOMATIC,14339,DIESEL,20,62.8,2.1
C Class,2015,14999,AUTOMATIC,52500,DIESEL,30,64.2,2.1
C Class,2014,11999,AUTOMATIC,50416,DIESEL,145,53.3,2.1
GL Class,2017,19299,AUTOMATIC,20117,DIESEL,145,64.2,2.1
C Class,2017,18728,AUTOMATIC,23683,PETROL,125,51.4,2
A Class,2016,14995,AUTOMATIC,27270,DIESEL,20,74.3,1.5
GL Class,2016,17999,AUTOMATIC,26511,DIESEL,125,56.5,2.1
C Class,2017,20200,AUTOMATIC,25449,DIESEL,145,67.3,2.1
C Class,2015,15800,AUTOMATIC,46959,HYBRID,0,76.4,2.1
GLA Class,2015,27444,AUTOMATIC,26177,PETROL,240,37.7,2
C Class,2018,26998,AUTOMATIC,15696,PETROL,150,44.1,2
B Class,2015,13998,AUTOMATIC,34739,DIESEL,125,56.5,2.1
E Class,2010,8850,AUTOMATIC,64723,DIESEL,200,45.6,3
A Class,2016,13119,MANUAL,20765,PETROL,125,51.4,1.6
A Class,2018,18249,AUTOMATIC,8074,DIESEL,145,68.9,2.1
A Class,2013,9499,AUTOMATIC,67581,DIESEL,30,65.7,1.8
C Class,2012,9124,AUTOMATIC,60586,DIESEL,145,56.5,2.1
A Class,2017,13849,MANUAL,18600,DIESEL,145,68.9,1.5
GL Class,2015,18199,AUTOMATIC,21210,DIESEL,125,56.5,2.1
GL Class,2014,15965,AUTOMATIC,34534,PETROL,200,42.8,2
SLK,2012,10499,AUTOMATIC,47800,DIESEL,145,56.5,2.1
E Class,2017,18999,AUTOMATIC,36738,DIESEL,145,65.7,2
C Class,2016,15999,AUTOMATIC,44617,DIESEL,30,64.2,2.1
C Class,2015,13599,AUTOMATIC,44598,DIESEL,30,64.2,2.1
A Class,2016,13499,MANUAL,19043,DIESEL,20,72.4,1.5
C Class,2015,15604,MANUAL,31435,DIESEL,30,64.2,2.1
C Class,2014,11750,AUTOMATIC,47183,DIESEL,145,56.5,2.1
C Class,2012,7573,MANUAL,59512,PETROL,200,42.2,1.8
A Class,2019,23498,AUTOMATIC,4000,DIESEL,145,56.5,2
C Class,2017,21998,AUTOMATIC,19242,DIESEL,145,67.3,2.1
E Class,2017,19498,AUTOMATIC,40470,DIESEL,20,72.4,2
E Class,2017,22998,AUTOMATIC,27542,DIESEL,30,65.7,2
GLA Class,2016,19998,AUTOMATIC,32501,DIESEL,125,56.5,2.1
E Class,2017,24248,AUTOMATIC,31000,DIESEL,30,70.6,2
E Class,2016,18498,AUTOMATIC,39947,DIESEL,145,56.5,2.1
C Class,2017,18998,AUTOMATIC,42986,DIESEL,145,61.4,2.1
GLE Class,2017,38248,AUTOMATIC,19300,DIESEL,145,39.2,3
G Class,2020,154998,AUTOMATIC,3000,PETROL,150,21.4,4
GLA Class,2016,19498,AUTOMATIC,13763,DIESEL,125,56.5,2.1
C Class,2019,27498,AUTOMATIC,41,PETROL,150,47.1,1.5
A Class,2017,19998,AUTOMATIC,37572,PETROL,150,45.6,2
SL CLASS,2017,20498,AUTOMATIC,27474,DIESEL,150,70.6,2.1
A Class,2014,10498,MANUAL,73000,DIESEL,0,78.5,1.5
C Class,2017,16798,AUTOMATIC,37158,DIESEL,20,64.2,2.1
V Class,2019,36998,AUTOMATIC,5500,DIESEL,145,45.6,2.1
A Class,2020,25998,MANUAL,1000,PETROL,145,44.8,1.3
E Class,2020,43498,AUTOMATIC,1000,DIESEL,145,41.5,2.9
C Class,2017,19498,AUTOMATIC,27236,DIESEL,30,64.2,2.1
V Class,2018,36498,AUTOMATIC,20527,DIESEL,145,45.6,2.1
CLA Class,2020,29498,AUTOMATIC,1000,PETROL,145,44.8,1.3
GLA Class,2020,27498,AUTOMATIC,1000,PETROL,145,37.2,1.6
GLC Class,2017,25498,AUTOMATIC,52554,DIESEL,125,56.5,2.1
GLC Class,2020,42998,AUTOMATIC,1000,PETROL,145,31.7,2
C Class,2020,34498,AUTOMATIC,3000,DIESEL,145,61.4,2
C Class,2020,33998,AUTOMATIC,2000,DIESEL,145,64.2,2
GLE Class,2020,53998,AUTOMATIC,1000,DIESEL,145,32.8,2.9
GLA Class,2020,25748,AUTOMATIC,1000,PETROL,145,37.2,1.6
GLC Class,2020,39998,AUTOMATIC,1000,PETROL,145,32.1,2
C Class,2020,33998,AUTOMATIC,2000,DIESEL,145,61.4,2
GLC Class,2017,31248,AUTOMATIC,34444,DIESEL,145,56.5,2.1
C Class,2019,24748,AUTOMATIC,13479,PETROL,145,47.1,1.5
A Class,2017,15978,AUTOMATIC,16500,DIESEL,145,74.3,1.5
GLC Class,2017,30998,AUTOMATIC,26865,DIESEL,150,56.5,2.1
GLS Class,2020,67899,AUTOMATIC,1000,DIESEL,150,30.4,2.9
A Class,2018,17998,AUTOMATIC,15724,DIESEL,145,70.6,2.1
GLC Class,2016,26498,AUTOMATIC,30000,DIESEL,125,56.5,2.1
GLC Class,2016,23988,AUTOMATIC,42045,DIESEL,125,56.5,2.1
A Class,2017,18998,MANUAL,22199,DIESEL,145,62.8,2.1
C Class,2017,21498,AUTOMATIC,26145,DIESEL,30,61.4,2.1
E Class,2017,21498,AUTOMATIC,23084,DIESEL,150,61.4,2
B Class,2018,19998,AUTOMATIC,4340,DIESEL,145,68.9,2.1
C Class,2016,19998,AUTOMATIC,40500,HYBRID,0,134.5,2
C Class,2019,31248,AUTOMATIC,4000,DIESEL,145,64.2,2
GLC Class,2016,22248,AUTOMATIC,32726,DIESEL,125,56.5,2.1
A Class,2020,26498,AUTOMATIC,2000,DIESEL,145,47.9,1.5
C Class,2015,10499,AUTOMATIC,79520,DIESEL,145,53.3,2.1
C Class,2016,19599,AUTOMATIC,38154,HYBRID,0,74.3,2.1
A Class,2017,16475,MANUAL,17500,DIESEL,145,62.8,2.1
B Class,2016,12499,MANUAL,11219,DIESEL,20,68.9,1.5
B Class,2016,11799,MANUAL,27421,DIESEL,20,68.9,1.5
C Class,2017,16999,MANUAL,12146,DIESEL,20,70.6,1.6
A Class,2016,13299,MANUAL,35883,DIESEL,20,72.4,1.5
E Class,2016,16999,AUTOMATIC,58280,DIESEL,20,72.4,2
B Class,2013,8899,AUTOMATIC,47000,PETROL,145,47.9,1.6
A Class,2019,18798,AUTOMATIC,11288,DIESEL,145,68.9,1.5
A Class,2017,19998,AUTOMATIC,22755,PETROL,145,45.6,2
CLA Class,2020,29998,AUTOMATIC,1000,PETROL,145,44.8,1.3
E Class,2020,50998,AUTOMATIC,2000,DIESEL,145,47.1,2.9
A Class,2019,19498,AUTOMATIC,6453,DIESEL,145,68.9,1.5
GLC Class,2017,23248,AUTOMATIC,22623,DIESEL,125,56.5,2.1
C Class,2018,19798,AUTOMATIC,38508,DIESEL,145,61.4,2.1
A Class,2017,26498,AUTOMATIC,33133,PETROL,200,40.9,2
E Class,2020,45498,AUTOMATIC,1000,DIESEL,145,42.8,2.9
C Class,2019,29498,AUTOMATIC,1000,PETROL,145,46.3,1.5
A Class,2019,24998,AUTOMATIC,3000,DIESEL,145,62.8,1.5
B Class,2019,25948,AUTOMATIC,3000,PETROL,145,44.8,1.3
GLE Class,2017,28498,AUTOMATIC,34236,DIESEL,145,42.8,3
E Class,2020,37998,AUTOMATIC,1000,DIESEL,145,70.6,2
GL Class,2015,16799,AUTOMATIC,40659,DIESEL,125,56.5,2.1
A Class,2013,12842,MANUAL,16311,PETROL,145,48.7,1.6
CL Class,2018,23500,AUTOMATIC,22741,DIESEL,145,52.3,2.1
E Class,2016,18799,AUTOMATIC,44739,DIESEL,30,65.7,2
A Class,2016,12999,MANUAL,22786,DIESEL,0,80.7,1.5
E Class,2013,12499,AUTOMATIC,18061,DIESEL,125,58.9,2.1
GL Class,2015,15999,AUTOMATIC,42073,DIESEL,125,55.4,2.1
CL Class,2016,17999,AUTOMATIC,18212,DIESEL,20,68.9,2.1
C Class,2015,13854,AUTOMATIC,75306,DIESEL,30,64.2,2.1
GLA Class,2015,16998,AUTOMATIC,28957,DIESEL,125,55.4,2.1
A Class,2017,17498,AUTOMATIC,15665,DIESEL,145,68.9,2.1
E Class,2017,21998,AUTOMATIC,21707,DIESEL,145,61.4,2
GLS Class,2017,39498,AUTOMATIC,25605,DIESEL,145,37.2,3
C Class,2019,24998,AUTOMATIC,2073,PETROL,145,45.6,1.5
E Class,2017,22498,AUTOMATIC,25827,DIESEL,145,61.4,2
E Class,2017,20498,AUTOMATIC,18330,DIESEL,145,72.4,2
S Class,2018,53000,AUTOMATIC,2001,PETROL,145,40.9,3
C Class,2019,27998,AUTOMATIC,5144,DIESEL,145,56.5,2
B Class,2018,17498,AUTOMATIC,9700,DIESEL,145,68.9,2.1
C Class,2017,21998,AUTOMATIC,30633,DIESEL,30,61.4,2.1
A Class,2018,16740,AUTOMATIC,23000,DIESEL,150,74.3,1.5
A Class,2016,13940,MANUAL,37531,DIESEL,20,68.9,1.5
CLS Class,2017,20790,AUTOMATIC,37150,DIESEL,145,57.7,2.1
B Class,2016,11490,MANUAL,58784,DIESEL,30,65.7,2.1
C Class,2016,13490,AUTOMATIC,99217,DIESEL,125,60.1,2.1
CL Class,2014,21970,AUTOMATIC,58114,PETROL,200,39.8,2
A Class,2018,16970,MANUAL,11447,PETROL,145,49.6,1.6
GLA Class,2016,16490,AUTOMATIC,60126,DIESEL,125,56.5,2.1
GLA Class,2017,16490,AUTOMATIC,40045,DIESEL,20,67.3,2.1
C Class,2008,5780,AUTOMATIC,67979,PETROL,260,34.9,1.8
M Class,2014,16940,AUTOMATIC,74869,DIESEL,205,44.8,2.1
B Class,2015,11440,AUTOMATIC,63000,DIESEL,20,68.9,2.1
C Class,2013,8940,AUTOMATIC,66869,DIESEL,125,57.7,2.1
CL Class,2016,14840,AUTOMATIC,73670,DIESEL,20,70.6,2.1
B Class,2017,13640,AUTOMATIC,52045,DIESEL,20,67.3,2.1
GLC Class,2016,19970,AUTOMATIC,67286,DIESEL,125,56.5,2.1
A Class,2014,13470,AUTOMATIC,31537,DIESEL,30,64.2,1.8
E Class,2017,17989,AUTOMATIC,58463,DIESEL,20,67.3,2
M Class,2015,19940,AUTOMATIC,50408,DIESEL,200,39.2,2.1
C Class,2018,17470,AUTOMATIC,22345,DIESEL,145,65.7,1.6
CL Class,2016,17970,SEMI-AUTO,32517,DIESEL,20,67.3,2.1
E Class,2016,18740,AUTOMATIC,12600,DIESEL,160,52.3,3
GLC Class,2018,24970,AUTOMATIC,19360,DIESEL,145,56.5,2.1
E Class,2016,14670,AUTOMATIC,62119,DIESEL,125,60.1,2.1
A Class,2015,14270,SEMI-AUTO,51364,DIESEL,20,68.9,2.1
E Class,2018,28970,AUTOMATIC,10310,DIESEL,150,57.7,2
E Class,2017,31997,AUTOMATIC,13553,PETROL,145,33.6,3
C Class,2010,4495,AUTOMATIC,106032,PETROL,205,39.8,1.8
GLA Class,2015,13970,SEMI-AUTO,70000,DIESEL,20,62.8,2.1
C Class,2015,14900,AUTOMATIC,35553,DIESEL,20,65.7,2.1
E Class,2013,13790,AUTOMATIC,33516,DIESEL,160,49.6,3
GLA Class,2015,15490,MANUAL,31978,DIESEL,20,64.2,2.1
GLA Class,2016,16490,AUTOMATIC,26145,DIESEL,30,64.2,2.1
CLA Class,2017,17590,AUTOMATIC,53159,DIESEL,125,58.9,2.1
GL Class,2017,19299,AUTOMATIC,15309,DIESEL,145,64.2,2.1
A Class,2013,8491,AUTOMATIC,97000,DIESEL,30,65.7,1.8
A Class,2015,8491,MANUAL,124000,DIESEL,20,70.6,1.5
E Class,2017,15491,AUTOMATIC,128000,DIESEL,150,65.7,2
C Class,2014,10393,AUTOMATIC,140000,DIESEL,30,62.8,2.1
C Class,2015,9793,MANUAL,113000,DIESEL,20,70.6,2.1
C Class,2015,11591,MANUAL,94000,DIESEL,20,68.9,2.1
C Class,2015,9791,MANUAL,90000,DIESEL,20,65.7,2.1
C Class,2015,10791,MANUAL,129000,DIESEL,20,68.9,2.1
A Class,2017,11393,MANUAL,103000,DIESEL,20,68.9,1.5
A Class,2016,13740,SEMI-AUTO,44062,PETROL,125,53.3,1.6
A Class,2012,11940,AUTOMATIC,46000,DIESEL,30,64.2,2.1
C Class,2017,14670,AUTOMATIC,51406,DIESEL,150,64.2,2.1
C Class,2015,15970,AUTOMATIC,81423,DIESEL,30,64.2,2.1
GLA Class,2017,18470,AUTOMATIC,24928,PETROL,145,48.7,1.6
A Class,2016,9891,MANUAL,116000,DIESEL,20,68.9,2.1
A Class,2015,7792,MANUAL,138000,DIESEL,20,68.9,2.1
C Class,2016,12392,AUTOMATIC,124000,DIESEL,20,64.2,2.1
CLA Class,2015,11493,MANUAL,120000,DIESEL,20,65.7,2.1
C Class,2017,13392,AUTOMATIC,102000,DIESEL,30,64.2,2.1
C Class,2015,9793,MANUAL,113000,DIESEL,20,70.6,2.1
CLA Class,2016,10993,MANUAL,91000,DIESEL,20,67.3,2.1
A Class,2013,8491,AUTOMATIC,97000,DIESEL,30,65.7,1.8
C Class,2016,11393,AUTOMATIC,128000,DIESEL,20,64.2,2.1
C Class,2015,8692,MANUAL,150000,DIESEL,20,68.9,2.1
C Class,2010,5993,AUTOMATIC,109000,DIESEL,265,42.8,3
GL Class,2015,17399,AUTOMATIC,23117,DIESEL,125,55.4,2.1
C Class,2016,14649,MANUAL,40049,DIESEL,20,70.6,1.6
A Class,2015,20749,AUTOMATIC,43509,PETROL,205,40.9,2
C Class,2017,14749,MANUAL,46526,DIESEL,20,70.6,1.6
A Class,2016,9891,MANUAL,116000,DIESEL,20,68.9,2.1
A Class,2013,7992,MANUAL,106000,DIESEL,30,62.8,1.8
A Class,2016,9391,MANUAL,108000,DIESEL,20,72.4,1.5
A Class,2015,10491,AUTOMATIC,94000,DIESEL,20,70.6,2.1
E Class,2015,10991,MANUAL,110000,DIESEL,125,60.1,2.1
C Class,2015,11591,MANUAL,94000,DIESEL,20,68.9,2.1
A Class,2016,10493,MANUAL,99000,DIESEL,30,65.7,2.1
A Class,2017,11393,MANUAL,103000,DIESEL,20,68.9,1.5
A Class,2013,8492,MANUAL,105000,DIESEL,30,62.8,1.8
A Class,2015,8491,MANUAL,124000,DIESEL,20,70.6,1.5
C Class,2014,10393,AUTOMATIC,140000,DIESEL,30,62.8,2.1
B Class,2009,3994,MANUAL,64000,DIESEL,145,52.3,2
C Class,2015,9392,MANUAL,108000,DIESEL,20,70.6,2.1
C Class,2015,10791,MANUAL,129000,DIESEL,20,68.9,2.1
C Class,2015,9791,MANUAL,90000,DIESEL,20,65.7,2.1
C Class,2014,15399,AUTOMATIC,20047,PETROL,125,52.3,2
A Class,2017,16199,AUTOMATIC,35969,DIESEL,145,74.3,1.5
C Class,2017,18999,AUTOMATIC,23555,DIESEL,145,61.4,2.1
A Class,2017,16799,MANUAL,14129,PETROL,145,49.6,1.6
E Class,2013,11119,AUTOMATIC,62947,DIESEL,125,58.9,2.1
A Class,2015,11479,MANUAL,84521,DIESEL,30,62.8,2.1
A Class,2016,17999,AUTOMATIC,13660,PETROL,125,52.3,1.6
C Class,2018,19949,AUTOMATIC,28059,DIESEL,145,61.4,2.1
A Class,2016,15650,AUTOMATIC,31976,DIESEL,20,74.3,1.5
A Class,2014,10649,MANUAL,44140,DIESEL,0,78.5,1.5
A Class,2018,15799,AUTOMATIC,24969,DIESEL,145,70.6,2.1
A Class,2017,15499,MANUAL,20645,DIESEL,145,68.9,1.5
A Class,2018,17999,AUTOMATIC,12168,DIESEL,145,68.9,2.1
C Class,2018,24499,AUTOMATIC,11881,DIESEL,145,58.9,2.1
GLC Class,2017,25998,AUTOMATIC,35224,DIESEL,125,56.5,2.1
C Class,2017,24948,AUTOMATIC,10597,DIESEL,145,65.7,2.1
A Class,2017,17498,AUTOMATIC,48931,DIESEL,20,68.9,2.1
C Class,2017,20988,AUTOMATIC,15072,DIESEL,30,64.2,1.6
C Class,2017,24998,AUTOMATIC,20118,PETROL,160,43.5,2
A Class,2016,14999,AUTOMATIC,28201,PETROL,125,52.3,1.6
A Class,2018,16699,MANUAL,14779,PETROL,145,51.4,1.6
E Class,2016,14999,AUTOMATIC,67162,DIESEL,125,61.4,2.1
A Class,2017,14599,MANUAL,13869,DIESEL,145,80.7,1.5
C Class,2015,13999,AUTOMATIC,42492,DIESEL,20,65.7,2.1
A Class,2018,15799,AUTOMATIC,22971,DIESEL,145,70.6,2.1
A Class,2016,13599,AUTOMATIC,29214,PETROL,125,53.3,1.6
GL Class,2017,19499,AUTOMATIC,18345,DIESEL,145,67.3,2.1
E Class,2013,12299,AUTOMATIC,88991,DIESEL,200,47.1,3
A Class,2015,11499,AUTOMATIC,40373,DIESEL,0,70.6,1.5
C Class,2018,18699,AUTOMATIC,37763,DIESEL,145,61.4,2.1
A Class,2017,15993,AUTOMATIC,9756,DIESEL,145,74.3,1.5
GL Class,2018,18258,MANUAL,24166,PETROL,145,48.7,1.6
C Class,2015,20000,AUTOMATIC,12050,DIESEL,30,64.2,2.1
C Class,2017,21499,AUTOMATIC,11136,DIESEL,145,61.4,2.1
C Class,2018,21498,AUTOMATIC,12123,DIESEL,145,60.1,2.1
E Class,2018,22999,AUTOMATIC,14995,DIESEL,145,61.4,2
C Class,2017,17999,AUTOMATIC,49859,HYBRID,135,78.5,2.1
A Class,2017,15499,MANUAL,23697,DIESEL,145,68.9,1.5
C Class,2013,8751,AUTOMATIC,69493,DIESEL,145,56.5,2.1
CL Class,2018,16499,AUTOMATIC,76640,DIESEL,145,70.6,2.1
GL Class,2017,24999,AUTOMATIC,25462,DIESEL,145,56.5,2.1
A Class,2017,13499,AUTOMATIC,48866,DIESEL,0,76.4,1.5
A Class,2017,17295,AUTOMATIC,15686,PETROL,145,53.3,1.6
A Class,2017,14999,MANUAL,31350,DIESEL,145,68.9,1.5
E Class,2006,2995,AUTOMATIC,137827,DIESEL,325,34.9,3
C Class,2008,4295,AUTOMATIC,112455,DIESEL,260,42.2,2.1
C Class,2015,16395,AUTOMATIC,44086,DIESEL,125,60.1,2.1
M Class,2013,16490,AUTOMATIC,70710,DIESEL,300,39.2,3
C Class,2015,12490,MANUAL,68600,DIESEL,20,68.9,2.1
C Class,2010,4990,MANUAL,97717,PETROL,200,43.5,1.6
E Class,2014,11990,AUTOMATIC,68835,DIESEL,125,58.9,2.1
E Class,2015,27985,AUTOMATIC,40988,PETROL,565,29.1,5.5
C Class,2013,9685,AUTOMATIC,76950,DIESEL,145,53.3,2.1
A Class,2017,12988,AUTOMATIC,44941,DIESEL,20,74.3,1.5
C Class,2016,16499,AUTOMATIC,28392,DIESEL,30,62.8,2.1
E Class,2011,11230,AUTOMATIC,47516,DIESEL,235,44.1,3
C Class,2016,16326,AUTOMATIC,52819,HYBRID,0,134.5,2
E Class,2017,21999,AUTOMATIC,11330,DIESEL,30,61.4,2
C Class,2018,20299,AUTOMATIC,11498,DIESEL,145,61.4,2.1
A Class,2018,17599,AUTOMATIC,16371,DIESEL,145,65.7,1.5
GL Class,2016,19699,AUTOMATIC,16489,DIESEL,125,56.5,2.1
E Class,2017,17999,AUTOMATIC,41105,DIESEL,145,72.4,2
A Class,2016,16699,MANUAL,23052,DIESEL,20,68.9,1.5
B Class,2015,10999,AUTOMATIC,54349,DIESEL,30,60.1,1.8
A Class,2017,16999,MANUAL,8771,DIESEL,145,68.9,1.5
CL Class,2016,17499,AUTOMATIC,50303,DIESEL,20,70.6,2.1
A Class,2016,13999,MANUAL,34033,DIESEL,20,68.9,1.5
A Class,2016,14899,MANUAL,17204,DIESEL,20,68.9,1.5
A Class,2015,14599,AUTOMATIC,19227,DIESEL,20,70.6,2.1
A Class,2018,17244,AUTOMATIC,30817,DIESEL,145,65.7,1.5
B Class,2018,18999,AUTOMATIC,9321,DIESEL,145,56.5,2.1
C Class,2016,17999,AUTOMATIC,42569,DIESEL,30,61.4,2.1
C Class,2014,15999,AUTOMATIC,31690,DIESEL,30,64.2,2.1
A Class,2013,11799,AUTOMATIC,18487,PETROL,125,52.3,1.6
GLE Class,2019,43900,AUTOMATIC,31,DIESEL,150,36.7,2
C Class,2016,20191,AUTOMATIC,47651,DIESEL,30,65.7,2.1
GLC Class,2019,34400,AUTOMATIC,6940,DIESEL,145,44.8,2
A Class,2019,97900,AUTOMATIC,163,PETROL,145,30.1,4
A Class,2017,16499,AUTOMATIC,40381,DIESEL,20,74.3,1.5
A Class,2015,12199,AUTOMATIC,42624,DIESEL,20,68.9,2.1
C Class,2016,15999,AUTOMATIC,37982,PETROL,125,52.3,2
CL Class,2013,15499,AUTOMATIC,52746,DIESEL,30,62.8,2.1
C Class,2017,20249,AUTOMATIC,22011,DIESEL,145,61.4,2.1
A Class,2016,11599,MANUAL,54045,DIESEL,20,72.4,1.5
CL Class,2016,17499,AUTOMATIC,52468,DIESEL,20,67.3,2.1
A Class,2016,13999,MANUAL,52443,DIESEL,30,62.8,2.1
E Class,2018,22691,AUTOMATIC,16806,DIESEL,145,61.4,2
C Class,2018,21691,AUTOMATIC,3314,PETROL,145,44.1,1.5
C Class,2019,22291,AUTOMATIC,5266,PETROL,145,45.6,1.5
GLE Class,2018,31991,AUTOMATIC,30339,DIESEL,145,42.8,3
S Class,2016,27491,AUTOMATIC,54318,DIESEL,200,47.9,3
A Class,2017,18991,AUTOMATIC,13667,PETROL,125,52.3,1.6
CLA Class,2019,26991,AUTOMATIC,3439,PETROL,145,40.9,2
C Class,2017,18991,AUTOMATIC,34682,DIESEL,30,61.4,2.1
GLE Class,2019,51991,AUTOMATIC,8341,PETROL,145,29.5,3
CLA Class,2020,32900,AUTOMATIC,2700,PETROL,145,44.8,1.3
CL Class,2016,17299,AUTOMATIC,50282,DIESEL,20,67.3,2.1
A Class,2016,13499,AUTOMATIC,15722,DIESEL,20,74.3,1.5
GL Class,2016,14499,AUTOMATIC,53167,DIESEL,20,67.3,2.1
A Class,2016,11999,MANUAL,58223,DIESEL,20,72.4,1.5
C Class,2017,15699,AUTOMATIC,33569,PETROL,125,53.3,2
GL Class,2015,14799,AUTOMATIC,42254,DIESEL,20,62.8,2.1
E Class,2012,8999,AUTOMATIC,83763,DIESEL,145,55.4,2.1
A Class,2016,11999,MANUAL,40276,DIESEL,0,80.7,1.5
E Class,2012,8238,AUTOMATIC,60178,DIESEL,145,55.4,2.1
GL Class,2016,18999,AUTOMATIC,20617,DIESEL,125,56.5,2.1
C Class,2018,15489,MANUAL,36000,PETROL,150,53.3,2
CLS Class,2012,21749,AUTOMATIC,46283,PETROL,555,28.5,5.5
C Class,2017,16489,AUTOMATIC,62480,DIESEL,30,60.1,2.1
M Class,2015,19940,AUTOMATIC,49355,DIESEL,200,46.3,2.1
A Class,2017,13570,AUTOMATIC,79260,DIESEL,20,68.9,2.1
CL Class,2015,13940,MANUAL,82732,PETROL,125,50.4,1.6
A Class,2015,9940,MANUAL,69010,DIESEL,20,72.4,1.5
A Class,2014,11340,AUTOMATIC,53484,DIESEL,20,68.9,2.1
A Class,2016,13999,AUTOMATIC,43225,DIESEL,20,74.3,1.5
E Class,2011,8899,AUTOMATIC,68625,DIESEL,200,45.6,3
C Class,2019,19999,AUTOMATIC,15024,DIESEL,145,64.2,2.1
GL Class,2016,24495,AUTOMATIC,25285,DIESEL,125,56.5,2.1
E Class,2016,17799,AUTOMATIC,26234,DIESEL,20,72.4,2
A Class,2017,16299,AUTOMATIC,23857,DIESEL,145,74.3,1.5
GL Class,2017,26499,AUTOMATIC,8442,DIESEL,145,56.5,2.1
GL Class,2014,17699,AUTOMATIC,5007,DIESEL,145,55.4,2.1
A Class,2015,10985,MANUAL,59875,DIESEL,20,70.6,1.5
A Class,2017,14486,MANUAL,55094,DIESEL,145,68.9,1.5
A Class,2016,15599,AUTOMATIC,32246,DIESEL,20,68.9,2.1
SL CLASS,2017,36900,AUTOMATIC,31286,PETROL,145,36.7,3
E Class,2017,18900,AUTOMATIC,45000,DIESEL,20,72.4,2
CLA Class,2017,18900,AUTOMATIC,18550,DIESEL,145,70.6,2.1
B Class,2015,11900,AUTOMATIC,32236,DIESEL,20,70.6,1.5
C Class,2015,15400,AUTOMATIC,56118,DIESEL,30,61.4,2.1
C Class,2020,41900,AUTOMATIC,1000,PETROL,150,28.8,3
SLK,2014,14900,AUTOMATIC,40230,DIESEL,150,56.5,3
SLK,2015,17900,AUTOMATIC,13000,DIESEL,150,56.5,2.1
