MODEL,YEAR,PRICE,TRANSMISSION,MILEAGE,FUEL_TYPE,TAX,MPG,ENGINE_SIZE
B Class,2017,12498,MANUAL,29559,DIESEL,20,68.9,1.5
V Class,2018,32998,SEMI-AUTO,18932,DIESEL,145,45.6,2.2
C Class,2018,29498,SEMI-AUTO,6265,DIESEL,145,54.3,2
C Class,2016,16998,SEMI-AUTO,21786,DIESEL,20,65.7,2.1
S Class,2015,28998,SEMI-AUTO,16382,DIESEL,200,47.9,3
E Class,2016,20298,SEMI-AUTO,23411,DIESEL,160,52.3,3
SLK,2013,10698,SEMI-AUTO,66282,DIESEL,145,56.5,2
S Class,2015,24998,SEMI-AUTO,29036,DIESEL,160,50.4,3
A Class,2016,15498,SEMI-AUTO,63454,DIESEL,20,74.3,1.5
GLE Class,2015,25498,SEMI-AUTO,29078,DIESEL,200,47.9,2.1
E Class,2016,18698,SEMI-AUTO,31131,DIESEL,145,54.3,3
V Class,2017,30998,SEMI-AUTO,32577,DIESEL,145,45.6,2.2
A Class,2016,12498,MANUAL,54544,DIESEL,20,72.4,1.5
S Class,2019,46998,SEMI-AUTO,1042,DIESEL,145,52.3,3
C Class,2019,33998,SEMI-AUTO,1558,PETROL,145,44.1,1.5
C Class,2019,32998,SEMI-AUTO,2258,PETROL,145,46.3,1.5
C Class,2019,30498,SEMI-AUTO,4977,DIESEL,145,57.7,2
CLS Class,2015,19298,SEMI-AUTO,35866,DIESEL,160,49.6,3
A Class,2018,17498,SEMI-AUTO,15316,PETROL,145,49.6,1.6
GLA Class,2016,21498,SEMI-AUTO,21253,PETROL,200,43.5,2
E Class,2016,19498,SEMI-AUTO,23791,DIESEL,125,56.5,2.1
C Class,2017,18998,SEMI-AUTO,26866,DIESEL,30,64.2,2.1
A Class,2017,18498,SEMI-AUTO,15478,PETROL,145,53.3,1.6
E Class,2019,40998,SEMI-AUTO,1255,DIESEL,145,49.6,2
S Class,2019,49998,SEMI-AUTO,83,DIESEL,145,52.3,3
S Class,2016,31998,SEMI-AUTO,14633,DIESEL,200,47.9,3
A Class,2019,23498,SEMI-AUTO,5800,DIESEL,150,65.7,1.5
C Class,2017,18498,SEMI-AUTO,20618,DIESEL,30,64.2,2.1
S Class,2015,27998,SEMI-AUTO,17168,DIESEL,200,48.7,3
C Class,2019,24998,SEMI-AUTO,15536,PETROL,145,47.1,1.5
C Class,2019,24998,SEMI-AUTO,16103,PETROL,145,47.1,1.5
C Class,2019,21998,SEMI-AUTO,14576,PETROL,145,46.3,1.5
C Class,2018,29498,SEMI-AUTO,6198,DIESEL,145,54.3,2
E Class,2019,24498,SEMI-AUTO,15316,DIESEL,145,72.4,2
S Class,2015,28498,SEMI-AUTO,15293,DIESEL,200,48.7,3
E Class,2016,20998,SEMI-AUTO,16843,DIESEL,145,54.3,3
E Class,2016,19998,SEMI-AUTO,18718,DIESEL,145,54.3,3
E Class,2016,20298,SEMI-AUTO,26707,DIESEL,145,54.3,3
E Class,2016,19498,SEMI-AUTO,36107,DIESEL,160,51.4,3
C Class,2016,19498,SEMI-AUTO,24756,DIESEL,30,64.2,2.1
E Class,2017,20998,SEMI-AUTO,29816,DIESEL,145,61.4,2
E Class,2016,21498,SEMI-AUTO,29833,DIESEL,160,51.4,3
E Class,2016,19698,SEMI-AUTO,42334,DIESEL,30,65.7,2
GL Class,2015,31998,SEMI-AUTO,36281,DIESEL,330,36.2,3
E Class,2015,19498,SEMI-AUTO,22877,DIESEL,150,54.3,3
GLE Class,2016,30998,SEMI-AUTO,19574,DIESEL,240,42.8,3
CL Class,2014,15998,SEMI-AUTO,42514,DIESEL,30,62.8,2.1
C Class,2016,17998,SEMI-AUTO,36587,HYBRID,0,134.5,2
SLK,2015,14298,SEMI-AUTO,21624,DIESEL,145,56.5,2
A Class,2017,15498,MANUAL,47412,DIESEL,20,68.9,1.5
GLC Class,2016,21500,SEMI-AUTO,23349,DIESEL,125,56.5,2.1
C Class,2016,14698,MANUAL,19864,DIESEL,20,70.6,2.1
C Class,2016,13998,MANUAL,22117,PETROL,125,53.3,2
C Class,2015,14698,SEMI-AUTO,43331,DIESEL,20,64.2,2.1
A Class,2019,18498,MANUAL,2810,PETROL,145,28.5,1.3
B Class,2014,9998,MANUAL,24510,DIESEL,30,61.4,1.5
GLE Class,2017,34998,SEMI-AUTO,16647,DIESEL,205,47.9,2.1
C Class,2014,10498,SEMI-AUTO,51929,DIESEL,145,53.3,2.1
A Class,2016,14998,MANUAL,24569,DIESEL,20,68.9,1.5
GLA Class,2014,14998,SEMI-AUTO,64001,DIESEL,145,55.4,2.1
A Class,2018,19998,SEMI-AUTO,6340,PETROL,145,53.3,1.3
C Class,2016,19698,AUTOMATIC,25107,HYBRID,0,134.5,2
A Class,2018,17498,SEMI-AUTO,15597,DIESEL,145,68.9,2.1
C Class,2017,22498,SEMI-AUTO,20491,HYBRID,135,74.3,2.1
C Class,2015,11998,MANUAL,52792,DIESEL,20,72.4,1.6
GLC Class,2018,32498,SEMI-AUTO,12517,DIESEL,145,45.6,3
C Class,2016,16298,SEMI-AUTO,29201,DIESEL,30,64.2,1.6
A Class,2013,11998,MANUAL,13680,PETROL,125,51.4,1.6
GLC Class,2016,20998,SEMI-AUTO,37045,DIESEL,125,56.5,2.1
E Class,2018,21498,SEMI-AUTO,25454,DIESEL,150,72.4,2
GLC Class,2017,25498,SEMI-AUTO,17967,DIESEL,150,56.5,2.1
CL Class,2014,16995,SEMI-AUTO,37208,DIESEL,30,62.8,2.1
GLE Class,2017,28500,SEMI-AUTO,28297,DIESEL,200,47.9,2.1
A Class,2016,13900,MANUAL,16349,DIESEL,20,72.4,1.5
CL Class,2015,18498,SEMI-AUTO,18982,DIESEL,20,67.3,2.1
GLE Class,2017,31498,SEMI-AUTO,9949,DIESEL,205,47.9,2.1
C Class,2016,15698,AUTOMATIC,42062,PETROL,125,50.4,2
C Class,2015,16998,SEMI-AUTO,43883,DIESEL,125,60.1,2.1
GLA Class,2015,17498,SEMI-AUTO,30154,DIESEL,125,55.4,2.1
C Class,2017,20998,SEMI-AUTO,42036,DIESEL,20,67.3,2.1
C Class,2016,20998,SEMI-AUTO,23429,HYBRID,0,122.8,2
C Class,2017,16498,AUTOMATIC,20764,DIESEL,150,58.9,2.1
B Class,2017,15998,SEMI-AUTO,21306,DIESEL,145,68.9,2.1
C Class,2013,11998,SEMI-AUTO,31706,DIESEL,145,53.3,2.1
E Class,2018,32498,SEMI-AUTO,9252,PETROL,145,33.6,3
CL Class,2017,19295,AUTOMATIC,39643,DIESEL,20,67.3,2.1
E Class,2017,21950,AUTOMATIC,26355,DIESEL,145,65.7,2
C Class,2019,24495,SEMI-AUTO,10000,DIESEL,145,61.4,2
GLC Class,2016,24995,AUTOMATIC,40343,DIESEL,125,56.5,2.1
C Class,2016,18990,SEMI-AUTO,26413,DIESEL,20,64.2,2.1
GLC Class,2018,27590,SEMI-AUTO,16776,DIESEL,145,56.5,2.1
E Class,2013,9495,SEMI-AUTO,82312,DIESEL,145,55.4,2.1
GLA Class,2017,22750,SEMI-AUTO,9000,DIESEL,145,56.5,2.1
GLA Class,2016,21595,SEMI-AUTO,21512,PETROL,200,43.5,2
C Class,2015,12495,SEMI-AUTO,50374,DIESEL,20,65.7,2.1
V Class,2018,20498,MANUAL,23694,DIESEL,145,46.3,2.1
V Class,2018,19498,MANUAL,24164,DIESEL,145,46.3,2.1
C Class,2015,17498,SEMI-AUTO,42471,HYBRID,0,76.4,2.1
C Class,2016,16198,MANUAL,41974,DIESEL,20,68.9,2.1
V Class,2018,20498,MANUAL,23128,DIESEL,145,46.3,2.1
S Class,2016,30498,SEMI-AUTO,17624,DIESEL,200,47.9,3
C Class,2017,17998,SEMI-AUTO,16291,PETROL,145,50.4,2
V Class,2018,19998,MANUAL,27222,DIESEL,145,46.3,2.1
V Class,2016,17998,MANUAL,21981,DIESEL,200,46.3,2.1
V Class,2018,20498,MANUAL,20138,DIESEL,145,46.3,2.1
B Class,2017,13498,MANUAL,35881,DIESEL,20,68.9,1.5
GLE Class,2017,29998,SEMI-AUTO,15626,DIESEL,265,42.8,3
GLC Class,2017,20998,SEMI-AUTO,40949,DIESEL,125,56.5,2.1
E Class,2017,21498,SEMI-AUTO,31750,DIESEL,145,61.4,2
GLA Class,2015,17498,SEMI-AUTO,25909,DIESEL,125,56.5,2.1
A Class,2014,10498,MANUAL,63177,DIESEL,30,64.2,2.1
GLA Class,2014,20498,SEMI-AUTO,45231,PETROL,235,37.7,2
C Class,2016,16998,SEMI-AUTO,43014,DIESEL,30,64.2,2.1
E Class,2017,19698,SEMI-AUTO,25152,DIESEL,145,72.4,2
C Class,2017,25798,SEMI-AUTO,9676,DIESEL,145,65.7,2.1
C Class,2018,20498,SEMI-AUTO,7894,DIESEL,145,60.1,2.1
C Class,2015,13498,MANUAL,38438,DIESEL,20,70.6,2.1
E Class,2015,17998,SEMI-AUTO,34464,DIESEL,145,53.3,3
GLA Class,2016,18998,SEMI-AUTO,19696,DIESEL,125,56.5,2.1
B Class,2019,21998,SEMI-AUTO,7214,DIESEL,145,55.4,2
CLS Class,2019,40998,SEMI-AUTO,4001,DIESEL,145,47.9,2.9
CLS Class,2015,19698,SEMI-AUTO,44143,DIESEL,160,51.4,3
C Class,2019,23498,SEMI-AUTO,19204,DIESEL,150,61.4,2
GLE Class,2017,26998,SEMI-AUTO,47120,DIESEL,200,47.9,2.1
GLC Class,2016,20998,SEMI-AUTO,36240,DIESEL,125,56.5,2.1
C Class,2016,14498,MANUAL,21945,PETROL,125,53.3,2
E Class,2017,20998,SEMI-AUTO,21929,DIESEL,30,65.7,2
V Class,2018,19998,MANUAL,27222,DIESEL,145,46.3,2.1
V Class,2016,17998,MANUAL,21981,DIESEL,200,46.3,2.1
A Class,2014,13998,SEMI-AUTO,29670,DIESEL,20,68.9,2.1
C Class,2019,29498,SEMI-AUTO,2195,DIESEL,145,61.4,2
GLC Class,2016,21998,SEMI-AUTO,27894,DIESEL,125,56.5,2.1
A Class,2019,21998,SEMI-AUTO,11578,PETROL,150,53.3,1.3
GLE Class,2017,28998,SEMI-AUTO,18855,DIESEL,200,47.9,2.1
C Class,2015,12495,AUTOMATIC,55000,DIESEL,30,64.2,2.1
E Class,2017,19498,SEMI-AUTO,54028,DIESEL,150,65.7,2
GLE Class,2017,31298,SEMI-AUTO,12122,DIESEL,145,47.9,2.1
CLS Class,2016,22998,SEMI-AUTO,25536,DIESEL,160,51.4,3
A Class,2017,16798,MANUAL,24388,DIESEL,20,68.9,1.5
A Class,2017,15498,MANUAL,35295,DIESEL,20,68.9,1.5
CL Class,2015,15998,MANUAL,29901,PETROL,125,50.4,1.6
A Class,2014,10998,SEMI-AUTO,58500,DIESEL,30,65.7,1.8
V Class,2018,19998,MANUAL,26973,DIESEL,145,46.3,2.1
A Class,2013,15498,SEMI-AUTO,27415,PETROL,160,44.1,2
C Class,2016,16998,SEMI-AUTO,38830,DIESEL,20,64.2,2.1
C Class,2015,16798,SEMI-AUTO,32409,DIESEL,30,64.2,2.1
A Class,2015,11498,MANUAL,32648,DIESEL,0,74.3,1.5
CL Class,2013,11460,MANUAL,64000,PETROL,125,50.4,1.6
C Class,2016,13991,SEMI-AUTO,49494,DIESEL,30,64.2,2.1
GLA Class,2018,20810,AUTOMATIC,18462,PETROL,145,42.8,2
GLA Class,2016,16130,SEMI-AUTO,36152,DIESEL,125,56.5,2.1
A Class,2015,12380,MANUAL,34119,DIESEL,20,70.6,1.5
V Class,2018,20998,MANUAL,22740,DIESEL,145,46.3,2.1
A Class,2013,13998,SEMI-AUTO,29698,DIESEL,30,64.2,2.1
CLS Class,2015,16498,SEMI-AUTO,39858,DIESEL,125,56.5,2.1
GLA Class,2015,17998,SEMI-AUTO,25585,DIESEL,125,56.5,2.1
GLC Class,2016,24498,SEMI-AUTO,16840,DIESEL,125,56.5,2.1
B Class,2013,9998,SEMI-AUTO,34837,DIESEL,30,64.2,1.8
GLC Class,2017,23498,SEMI-AUTO,32902,DIESEL,125,56.5,2.1
C Class,2017,18498,SEMI-AUTO,26179,DIESEL,145,60.1,2.1
A Class,2018,17498,MANUAL,8601,PETROL,145,51.4,1.6
B Class,2016,13498,MANUAL,25726,DIESEL,20,68.9,1.5
GLA Class,2017,16498,MANUAL,32917,DIESEL,30,64.2,2.1
S Class,2019,60998,SEMI-AUTO,100,PETROL,145,40.9,3
GLC Class,2017,24998,SEMI-AUTO,44847,DIESEL,125,56.5,2.1
E Class,2014,9500,SEMI-AUTO,80084,DIESEL,30,58.9,2.1
E Class,2016,21498,SEMI-AUTO,17078,DIESEL,165,50.4,3
C Class,2019,23998,SEMI-AUTO,10357,DIESEL,145,61.4,2
E Class,2015,19700,SEMI-AUTO,33659,PETROL,240,39.2,3.5
E Class,2016,17000,SEMI-AUTO,27361,DIESEL,125,56.5,2.1
M Class,2014,18500,SEMI-AUTO,48928,DIESEL,200,46.3,2.1
M Class,2013,16300,SEMI-AUTO,57367,DIESEL,200,44.8,2.1
GLA Class,2018,23000,SEMI-AUTO,10808,DIESEL,145,56.5,2.1
B Class,2013,8200,MANUAL,54257,DIESEL,30,61.4,1.5
A Class,2019,23000,SEMI-AUTO,7864,PETROL,145,53.3,1.3
GLC Class,2017,25800,SEMI-AUTO,15334,DIESEL,145,56.5,2.1
V Class,2018,20998,MANUAL,11323,DIESEL,145,46.3,2.1
A Class,2019,20998,SEMI-AUTO,18881,DIESEL,145,67.3,1.5
E Class,2015,21298,SEMI-AUTO,15048,DIESEL,160,51.4,3
CL Class,2019,25498,SEMI-AUTO,13953,DIESEL,145,51.4,2.2
C Class,2019,28998,SEMI-AUTO,5116,DIESEL,145,61.4,2
GLA Class,2017,17998,SEMI-AUTO,47465,DIESEL,145,64.2,2.1
C Class,2019,24998,SEMI-AUTO,15009,PETROL,145,47.1,1.5
C Class,2018,27998,SEMI-AUTO,6787,DIESEL,145,57.7,2
SL CLASS,2016,20498,SEMI-AUTO,10643,DIESEL,30,70.6,2.1
E Class,2018,47998,SEMI-AUTO,9783,PETROL,145,31.7,3
E Class,2018,22998,SEMI-AUTO,16089,DIESEL,145,65.7,2
CLS Class,2017,23998,SEMI-AUTO,27354,DIESEL,160,49.6,3
E Class,2016,20698,SEMI-AUTO,22284,DIESEL,145,54.3,3
GLS Class,2017,43498,SEMI-AUTO,7517,DIESEL,145,37.2,3
CLS Class,2016,23998,SEMI-AUTO,7675,DIESEL,160,49.6,3
E Class,2016,18998,SEMI-AUTO,32107,DIESEL,160,52.3,3
E Class,2016,19298,SEMI-AUTO,26780,DIESEL,160,52.3,3
GLE Class,2017,29698,SEMI-AUTO,22052,DIESEL,200,47.9,2.1
E Class,2017,21998,SEMI-AUTO,20239,DIESEL,160,52.3,3
C Class,2017,18998,SEMI-AUTO,27493,HYBRID,0,78.5,2.1
C Class,2018,18998,SEMI-AUTO,15075,PETROL,145,50.4,2
E Class,2017,20498,SEMI-AUTO,35494,DIESEL,145,61.4,2
CLS Class,2017,22698,SEMI-AUTO,36402,DIESEL,160,51.4,3
C Class,2016,13690,MANUAL,49761,DIESEL,20,68.9,2.1
A Class,2017,14490,MANUAL,14122,PETROL,150,51.4,1.6
E Class,2014,13490,SEMI-AUTO,23226,DIESEL,30,58.9,2.1
C Class,2014,14490,SEMI-AUTO,31801,DIESEL,20,64.2,2.1
A Class,2018,29990,SEMI-AUTO,22923,PETROL,150,40.9,2
GLC Class,2019,33990,SEMI-AUTO,5830,DIESEL,150,40.9,2
C Class,2014,14780,SEMI-AUTO,59884,DIESEL,30,64.2,2.1
C Class,2017,16922,SEMI-AUTO,52519,DIESEL,30,64.2,1.6
C Class,2017,18350,SEMI-AUTO,42000,DIESEL,30,64.2,2.1
C Class,2016,17595,AUTOMATIC,28192,DIESEL,30,64.2,2.1
E Class,2016,20998,SEMI-AUTO,37181,DIESEL,160,51.4,3
SL CLASS,2016,18698,SEMI-AUTO,35595,DIESEL,30,70.6,2.1
E Class,2017,20998,SEMI-AUTO,16016,DIESEL,145,72.4,2
SL CLASS,2016,20298,SEMI-AUTO,14035,DIESEL,30,70.6,2.1
E Class,2015,20498,SEMI-AUTO,27688,DIESEL,160,51.4,3
GLE Class,2016,25998,SEMI-AUTO,27307,DIESEL,200,47.9,2.1
CLS Class,2014,19998,SEMI-AUTO,25696,DIESEL,165,52.3,3
C Class,2015,16315,SEMI-AUTO,46155,DIESEL,30,64.2,2.1
B Class,2019,19998,SEMI-AUTO,13744,PETROL,145,45.6,1.3
V Class,2018,19990,MANUAL,23415,DIESEL,145,46.3,2.1
E Class,2017,18990,SEMI-AUTO,43500,DIESEL,145,61.4,2
A Class,2014,12990,SEMI-AUTO,41362,PETROL,145,49.6,1.6
GLA Class,2018,19990,SEMI-AUTO,24508,PETROL,145,48.7,1.6
GLE Class,2016,31390,SEMI-AUTO,30772,DIESEL,300,39.2,3
C Class,2017,24990,AUTOMATIC,6668,DIESEL,145,58.9,2.1
V Class,2017,29998,SEMI-AUTO,41298,DIESEL,205,45.6,2.2
S Class,2015,28998,SEMI-AUTO,10284,DIESEL,205,47.9,3
C Class,2019,29998,SEMI-AUTO,8520,DIESEL,145,61.4,2
CLS Class,2016,21398,SEMI-AUTO,34056,DIESEL,160,51.4,3
CLS Class,2016,22498,SEMI-AUTO,14466,DIESEL,160,51.4,3
A Class,2019,20998,SEMI-AUTO,6354,DIESEL,145,65.7,1.5
S Class,2019,59998,SEMI-AUTO,10500,PETROL,145,34.5,3
CLS Class,2016,21998,SEMI-AUTO,30496,DIESEL,160,51.4,3
CLS Class,2016,22498,SEMI-AUTO,23636,DIESEL,160,51.4,3
C Class,2015,17636,SEMI-AUTO,24923,DIESEL,30,64.2,2.1
E Class,2017,18990,SEMI-AUTO,25326,DIESEL,145,72.4,2
A Class,2019,21290,AUTOMATIC,12046,DIESEL,145,67.3,1.5
A Class,2017,13990,SEMI-AUTO,17603,PETROL,125,53.3,1.6
C Class,2019,21980,AUTOMATIC,7716,PETROL,145,45.6,1.5
C Class,2019,23990,AUTOMATIC,1647,PETROL,145,45.6,1.5
C Class,2019,21980,SEMI-AUTO,5572,PETROL,145,45.6,1.5
GLE Class,2019,44990,AUTOMATIC,8351,DIESEL,145,32.8,3
S Class,2015,27998,SEMI-AUTO,30554,DIESEL,200,48.7,3
GLE Class,2015,34998,SEMI-AUTO,22651,DIESEL,300,39.2,3
E Class,2017,21998,SEMI-AUTO,20044,DIESEL,145,61.4,2
M Class,2015,22498,SEMI-AUTO,37484,DIESEL,300,39.2,3
B Class,2014,9998,SEMI-AUTO,16378,DIESEL,20,68.9,1.5
GLS Class,2019,54990,SEMI-AUTO,18717,DIESEL,145,34,3
E Class,2018,24490,SEMI-AUTO,11052,DIESEL,145,65.7,2
C Class,2014,28990,SEMI-AUTO,19562,PETROL,570,23.5,6.2
A Class,2016,15990,MANUAL,19715,DIESEL,30,62.8,2.1
A Class,2018,17490,MANUAL,15049,DIESEL,145,62.8,2.1
E Class,2014,13990,SEMI-AUTO,49491,DIESEL,125,57.7,2.1
GLE Class,2019,43990,AUTOMATIC,10974,DIESEL,145,36.7,3
GLE Class,2019,43490,SEMI-AUTO,14026,DIESEL,145,36.7,3
GLE Class,2017,30498,SEMI-AUTO,22539,DIESEL,145,47.9,2.1
C Class,2019,27990,AUTOMATIC,101,DIESEL,145,61.4,2
A Class,2020,22490,AUTOMATIC,3521,DIESEL,145,56.5,2
CL Class,2020,27480,SEMI-AUTO,2459,PETROL,145,44.1,1.3
C Class,2020,29950,SEMI-AUTO,101,DIESEL,145,64.2,2
C Class,2017,14990,SEMI-AUTO,27424,DIESEL,145,65.7,2.1
GLE Class,2017,31990,SEMI-AUTO,8581,DIESEL,145,42.8,3
C Class,2020,31950,AUTOMATIC,2985,DIESEL,145,51.4,2
C Class,2016,20990,SEMI-AUTO,36051,DIESEL,30,65.7,2.1
GLE Class,2017,34950,SEMI-AUTO,22067,HYBRID,135,76.4,3
GLA Class,2015,15390,SEMI-AUTO,60216,DIESEL,125,55.4,2.1
E Class,2017,17990,SEMI-AUTO,40789,DIESEL,145,72.4,2
V Class,2020,43950,SEMI-AUTO,2859,DIESEL,145,36.2,2
C Class,2020,29950,SEMI-AUTO,101,DIESEL,145,48.7,2
E Class,2020,33950,AUTOMATIC,2568,DIESEL,145,42.8,2
B Class,2019,24950,AUTOMATIC,1440,DIESEL,145,55.4,2
C Class,2018,25990,SEMI-AUTO,9699,PETROL,145,44.1,2
A Class,2020,21750,MANUAL,4001,PETROL,145,47.1,1.3
A Class,2020,21750,MANUAL,2896,PETROL,145,47.1,1.3
CL Class,2017,16490,MANUAL,32282,PETROL,145,51.4,1.6
C Class,2015,36990,AUTOMATIC,12659,PETROL,300,34.5,4
S Class,2017,40990,SEMI-AUTO,6200,DIESEL,150,52.3,3
E Class,2015,18998,SEMI-AUTO,39530,DIESEL,145,54.3,3
S Class,2016,30998,SEMI-AUTO,23743,DIESEL,200,47.9,3
C Class,2017,19998,SEMI-AUTO,23690,DIESEL,125,58.9,2.1
E Class,2017,21998,SEMI-AUTO,19249,DIESEL,145,65.7,2
SL CLASS,2016,18698,SEMI-AUTO,30269,DIESEL,30,70.6,2.1
E Class,2016,19998,SEMI-AUTO,35665,DIESEL,145,54.3,3
C Class,2013,11998,SEMI-AUTO,30035,PETROL,160,44.8,1.6
C Class,2017,17998,SEMI-AUTO,22349,PETROL,145,50.4,2
CLS Class,2016,22998,SEMI-AUTO,13720,DIESEL,165,51.4,3
C Class,2013,9490,SEMI-AUTO,41921,PETROL,145,47.9,1.6
C Class,2017,15690,SEMI-AUTO,35488,DIESEL,20,65.7,2.1
A Class,2017,13790,MANUAL,18332,PETROL,125,51.4,1.6
C Class,2017,14990,MANUAL,41647,DIESEL,20,65.7,2.1
E Class,2016,19990,SEMI-AUTO,23543,DIESEL,160,51.4,3
C Class,2018,19490,SEMI-AUTO,11810,DIESEL,145,61.4,2.1
C Class,2019,28990,SEMI-AUTO,2000,DIESEL,145,57.7,2
A Class,2019,20950,SEMI-AUTO,4692,DIESEL,145,65.7,1.3
C Class,2017,19250,SEMI-AUTO,23523,DIESEL,125,60.1,2.1
E Class,2016,22990,AUTOMATIC,49521,DIESEL,160,51.4,3
A Class,2016,16450,MANUAL,25623,PETROL,200,41.5,2
A Class,2019,21990,AUTOMATIC,6954,DIESEL,145,67.3,1.5
GLC Class,2018,26480,SEMI-AUTO,10833,DIESEL,145,56.5,2.1
C Class,2017,20790,SEMI-AUTO,22485,HYBRID,0,74.3,2.1
GLE Class,2019,53990,AUTOMATIC,5214,DIESEL,145,32.5,3
GLC Class,2016,19490,SEMI-AUTO,59442,DIESEL,125,56.5,2.1
GLC Class,2018,27990,SEMI-AUTO,21734,DIESEL,150,56.5,2.1
GLA Class,2017,18998,SEMI-AUTO,18847,PETROL,150,50.4,1.6
CLS Class,2016,20498,SEMI-AUTO,33026,DIESEL,165,51.4,3
CLS Class,2015,20498,SEMI-AUTO,41955,DIESEL,165,51.4,3
CLS Class,2016,21498,SEMI-AUTO,35474,DIESEL,165,51.4,3
GLA Class,2017,18698,SEMI-AUTO,20954,DIESEL,150,67.3,2.1
CLS Class,2016,22998,SEMI-AUTO,34544,DIESEL,165,49.6,3
GLS Class,2020,66990,SEMI-AUTO,2596,DIESEL,145,30.4,3
C Class,2020,28990,AUTOMATIC,3458,PETROL,145,46.3,1.5
GLC Class,2019,31990,AUTOMATIC,7977,DIESEL,145,56.5,2.1
C Class,2016,14450,SEMI-AUTO,19598,PETROL,125,53.3,2
GLC Class,2017,27990,SEMI-AUTO,25782,DIESEL,145,56.5,2.1
C Class,2016,19690,SEMI-AUTO,38087,DIESEL,20,67.3,2.1
GLC Class,2018,38990,SEMI-AUTO,10638,PETROL,145,34,3
A Class,2017,15590,SEMI-AUTO,34553,DIESEL,145,68.9,2.1
S Class,2019,45990,SEMI-AUTO,14259,DIESEL,145,52.3,3
GLE Class,2017,37950,SEMI-AUTO,20925,DIESEL,145,39.2,3
GLC Class,2018,36850,AUTOMATIC,4841,PETROL,145,34,3
C Class,2019,30950,AUTOMATIC,101,DIESEL,145,55.4,2
A Class,2019,99950,AUTOMATIC,2013,PETROL,145,22.6,4
S Class,2019,54990,AUTOMATIC,1501,DIESEL,145,41.5,3
C Class,2019,24950,AUTOMATIC,7006,PETROL,145,47.1,1.5
C Class,2019,25950,AUTOMATIC,10485,PETROL,145,47.1,1.5
GLC Class,2019,34950,AUTOMATIC,3100,DIESEL,145,43.5,2
GLC Class,2020,32950,AUTOMATIC,3528,DIESEL,145,44.8,2
GLC Class,2019,35490,AUTOMATIC,2644,DIESEL,145,40.9,2
B Class,2020,23690,AUTOMATIC,3012,DIESEL,145,55.4,2
GLE Class,2017,27990,AUTOMATIC,17400,DIESEL,145,42.8,3
A Class,2019,20990,SEMI-AUTO,15059,DIESEL,145,67.3,1.5
CL Class,2019,24990,SEMI-AUTO,13501,DIESEL,145,51.4,2.2
C Class,2018,21990,SEMI-AUTO,1871,PETROL,145,44.1,1.5
C Class,2015,14750,SEMI-AUTO,32594,DIESEL,20,64.2,2.1
GLE Class,2017,27950,AUTOMATIC,23825,DIESEL,145,42.8,3
GLE Class,2017,27790,AUTOMATIC,25906,DIESEL,145,42.8,3
A Class,2019,21450,SEMI-AUTO,11712,DIESEL,145,67.3,1.5
A Class,2018,20295,SEMI-AUTO,9748,PETROL,145,53.3,1.3
A Class,2018,18990,SEMI-AUTO,12449,PETROL,145,53.3,1.3
A Class,2019,19990,SEMI-AUTO,9191,PETROL,145,53.3,1.3
CLS Class,2019,36490,SEMI-AUTO,7036,DIESEL,145,48.7,2.9
CLS Class,2018,33990,SEMI-AUTO,8123,DIESEL,145,48.7,2.9
A Class,2019,18490,SEMI-AUTO,6725,DIESEL,145,68.9,1.5
A Class,2019,21450,SEMI-AUTO,11597,DIESEL,145,67.3,1.5
A Class,2018,17990,SEMI-AUTO,15907,DIESEL,145,65.7,1.5
A Class,2018,17990,SEMI-AUTO,16196,DIESEL,145,65.7,1.5
A Class,2018,19498,SEMI-AUTO,12353,PETROL,145,53.3,1.3
GLC Class,2017,25498,SEMI-AUTO,9444,DIESEL,145,56.5,2.1
A Class,2015,13109,SEMI-AUTO,24091,DIESEL,20,68.9,2.1
E Class,2019,27990,SEMI-AUTO,4158,PETROL,145,39.8,2
GLC Class,2019,29490,SEMI-AUTO,8115,DIESEL,145,56.5,2.1
A Class,2019,19990,SEMI-AUTO,12456,PETROL,145,53.3,1.3
GLE Class,2015,21967,SEMI-AUTO,47430,DIESEL,200,47.9,2.1
C Class,2013,9798,SEMI-AUTO,60948,DIESEL,150,54.3,2.1
GLC Class,2016,21998,AUTOMATIC,29884,DIESEL,125,56.5,2.1
E Class,2018,26998,AUTOMATIC,6286,PETROL,145,39.8,2
C Class,2016,17998,AUTOMATIC,32769,DIESEL,30,64.2,2.1
C Class,2017,18998,AUTOMATIC,20949,DIESEL,145,61.4,2.1
GLA Class,2014,15498,SEMI-AUTO,53000,DIESEL,145,55.4,2.1
E Class,2015,12691,SEMI-AUTO,78000,DIESEL,125,61.4,2.1
M Class,2014,16087,AUTOMATIC,70308,DIESEL,200,44.8,2.1
CLS Class,2013,11991,SEMI-AUTO,85967,DIESEL,200,46.3,3
SLK,2013,9600,AUTOMATIC,51458,DIESEL,145,56.5,2
C Class,2014,11791,SEMI-AUTO,42879,DIESEL,145,53.3,2.1
A Class,2015,10991,SEMI-AUTO,67865,DIESEL,20,68.9,2.1
A Class,2014,13251,SEMI-AUTO,41700,DIESEL,20,64.2,2.1
C Class,2016,13691,SEMI-AUTO,36538,DIESEL,30,65.7,1.6
B Class,2015,10991,SEMI-AUTO,50501,DIESEL,20,68.9,2.1
